,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,USDBRL=X,268925,3.7184998989105225,2.4146854877471924
1,2019-04-30,SELL,USDBRL=X,268925,3.9291999340057373,1056662.5069379807
2,2019-04-30,BUY,NZDUSD=X,1584866,0.6667200326919556,0.5956056118011475
3,2019-06-28,SELL,NZDUSD=X,1584866,0.66806960105896,1058801.3919575214
4,2019-06-28,BUY,USDJPY=X,9827,107.73799896240234,60.07615399360657
5,2019-07-31,BUY,USDBRL=X,15,3.780100107192993,3.37465238571167
6,2019-08-30,SELL,USDJPY=X,9827,106.06999969482422,1042353.2616534233
7,2019-09-30,BUY,NZDUSD=X,1654975,0.629830002784729,0.3527947664260864
8,2019-10-31,BUY,NZDUSD=X,0,0.6352109909057617,0.3527947664260864
9,2019-11-29,BUY,NZDUSD=X,0,0.6413010954856873,0.3527947664260864
10,2019-12-31,SELL,NZDUSD=X,1654975,0.6706413626670837,1109895.0419747233
