,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,AUDUSD=X,1396800,0.7159220576286316,0.06990432739257812
1,2019-02-28,SELL,AUDUSD=X,1396800,0.719398558139801,1004855.9759140015
2,2019-02-28,BUY,USDJPY=X,9089,110.55599975585938,12.494132995605469
3,2019-03-29,SELL,USDJPY=X,9089,110.48999786376953,1004256.0847167969
4,2019-03-29,BUY,AUDUSD=X,1417537,0.7084510922431946,0.4487716555595398
5,2019-04-30,SELL,AUDUSD=X,1417537,0.7044287323951721,998554.2408049107
6,2019-04-30,BUY,USDJPY=X,8948,111.59300231933594,20.05605149269104
7,2019-06-28,SELL,USDJPY=X,8948,107.73799896240234,964059.6707670689
8,2019-06-28,BUY,NZDUSD=X,1443052,0.66806960105896,0.49681973457336426
9,2019-08-30,SELL,NZDUSD=X,1443052,0.6337296366691589,914505.3164744377
10,2019-08-30,BUY,USDJPY=X,8621,106.06999969482422,75.84910535812378
11,2019-11-29,SELL,USDJPY=X,8621,109.36699676513672,942928.7282176018
12,2019-11-29,BUY,NZDUSD=X,1470336,0.6413010954856873,0.6406855583190918
13,2020-01-31,SELL,NZDUSD=X,1470336,0.6527202129364014,959718.667693615
14,2020-01-31,BUY,USDJPY=X,8805,108.98699951171875,88.13699293136597
15,2020-04-30,SELL,USDJPY=X,8805,106.74099731445312,939942.6183466911
16,2020-04-30,BUY,AUDUSD=X,1445465,0.6502699255943298,0.20034748315811157
17,2020-06-30,SELL,AUDUSD=X,1445465,0.6861910820007324,991865.3926916718
18,2020-06-30,BUY,NZDUSD=X,1545108,0.6419391632080078,0.05610567331314087
19,2020-07-31,SELL,NZDUSD=X,1545108,0.6656593084335327,1028515.5788407922
20,2020-07-31,BUY,AUDUSD=X,1434131,0.7171697616577148,0.19138485193252563
21,2020-09-30,SELL,AUDUSD=X,1434131,0.7095197439193726,1017544.4512516856
22,2020-09-30,BUY,NZDUSD=X,1549241,0.6568015217781067,0.6048506498336792
23,2020-10-30,SELL,NZDUSD=X,1549241,0.6649687886238098,1030197.5159069896
24,2020-10-30,BUY,USDJPY=X,9875,104.31500244140625,86.86679810285568
25,2020-11-30,SELL,USDJPY=X,9875,104.24199676513672,1029476.584853828
26,2020-11-30,BUY,NZDUSD=X,1469969,0.7003389596939087,0.02461153268814087
27,2020-12-31,SELL,NZDUSD=X,1469969,0.7148601412773132,1050822.2716248035
28,2020-12-31,BUY,AUDUSD=X,1380862,0.7609898447990417,0.3125559091567993
