,Date,Action,Ticker,Quantity,Price,Cash
0,2019-01-31,BUY,USDCHF=X,439979,0.9944999814033508,562440.8926821351
1,2019-01-31,BUY,USDSEK=X,53369,9.063739776611328,78718.16454416513
2,2019-01-31,BUY,USDTHB=X,2502,31.447999954223633,35.26865869760513
3,2019-02-28,SELL,USDSEK=X,51008,9.276639938354492,473218.11863428354
4,2019-02-28,SELL,USDTHB=X,1955,31.26099967956543,534333.373007834
5,2019-02-28,BUY,USDCHF=X,534488,0.9997100234031677,0.3620191216468811
6,2019-03-29,SELL,USDSEK=X,2361,9.270600318908691,21888.249372065067
7,2019-03-29,SELL,USDTHB=X,196,31.8700008392334,28134.769536554813
8,2019-03-29,BUY,USDCHF=X,28284,0.994700014591217,0.6743238568305969
9,2019-04-30,SELL,USDTHB=X,348,31.93000030517578,11112.314430058002
10,2019-04-30,BUY,USDCHF=X,10901,1.019320011138916,0.7069886326789856
11,2019-05-31,SELL,USDTHB=X,2,31.81999969482422,64.34698802232742
12,2019-05-31,BUY,USDCHF=X,63,1.0082999467849731,0.824091374874115
13,2019-06-28,SELL,USDTHB=X,1,30.739999771118164,31.56409114599228
14,2019-06-28,BUY,USDCHF=X,32,0.9773899912834167,0.2876114249229431
15,2019-08-30,SELL,USDCHF=X,9839,0.9813299775123596,9655.59326016903
16,2019-08-30,BUY,USDSEK=X,993,9.71875,4.874510169029236
17,2019-09-30,SELL,USDCHF=X,1347,0.9933900237083435,1342.970872104168
18,2019-09-30,BUY,USDSEK=X,137,9.760760307312012,5.746710002422333
19,2019-10-31,SELL,USDSEK=X,273,9.700200080871582,2653.901332080364
20,2019-10-31,BUY,USDCHF=X,2669,0.9941200017929077,0.5950472950935364
21,2019-11-29,SELL,USDSEK=X,98,9.57826042175293,939.2645686268806
22,2019-11-29,BUY,USDCHF=X,940,0.9984700083732605,0.7027607560157776
23,2019-12-31,SELL,USDCHF=X,412,0.9737100005149841,401.87128096818924
24,2019-12-31,BUY,USDSEK=X,43,9.326040267944336,0.8515494465827942
